0.000000000000000000e+00,-1.490142459033697853e-01
1.000000000000000000e+00,4.147929035135539816e-02
2.000000000000000000e+00,-1.943065614302077471e-01
3.000000000000000000e+00,-4.569089569224075720e-01
4.000000000000000000e+00,7.024601241700079157e-02
5.000000000000000000e+00,7.024108708475415574e-02
6.000000000000000000e+00,-4.737638446522174362e-01
7.000000000000000000e+00,-2.302304187458726337e-01
8.000000000000000000e+00,1.408423157804856163e-01
9.000000000000000000e+00,-1.627680130757893917e-01
1.000000000000000000e+01,1.390253078437386769e-01
1.100000000000000000e+01,1.397189260710770542e-01
1.200000000000000000e+01,-7.258868146981023450e-02
1.300000000000000000e+01,5.739840733973393672e-01
1.400000000000000000e+01,5.174753497539098523e-01
1.500000000000000000e+01,1.686862587722917917e-01
1.600000000000000000e+01,3.038493361003271054e-01
1.700000000000000000e+01,-9.427419977858216005e-02
1.800000000000000000e+01,2.724072226563632459e-01
1.900000000000000000e+01,4.236911104005874340e-01
2.000000000000000000e+01,-4.396946306764661916e-01
2.100000000000000000e+01,6.773289014596069191e-02
2.200000000000000000e+01,-2.025846140637714912e-02
2.300000000000000000e+01,4.274244558640370450e-01
2.400000000000000000e+01,1.633148173575547923e-01
2.500000000000000000e+01,-3.327677691295982676e-02
2.600000000000000000e+01,3.452980732266908159e-01
2.700000000000000000e+01,-1.127094055037015791e-01
2.800000000000000000e+01,1.801916069756414884e-01
2.900000000000000000e+01,8.750812493798303116e-02
3.000000000000000000e+01,1.805119836688190704e-01
3.100000000000000000e+01,-5.556834553526812659e-01
3.200000000000000000e+01,4.049167421380175762e-03
3.300000000000000000e+01,3.173132786867701172e-01
3.400000000000000000e+01,-2.467634736309566867e-01
3.500000000000000000e+01,3.662530949913066491e-01
3.600000000000000000e+01,-6.265907850142661550e-02
3.700000000000000000e+01,5.879010371639326049e-01
3.800000000000000000e+01,3.984558146695291181e-01
3.900000000000000000e+01,-5.905837076073705560e-02
4.000000000000000000e+01,-2.215399739986231298e-01
4.100000000000000000e+01,-5.141048435699114433e-02
4.200000000000000000e+01,3.469448471647215704e-02
4.300000000000000000e+01,9.033110867678663392e-02
4.400000000000000000e+01,4.435565971102282123e-01
4.500000000000000000e+01,2.159532625184125976e-01
4.600000000000000000e+01,1.381916312879362396e-01
4.700000000000000000e+01,-3.171366678656746818e-01
4.800000000000000000e+01,-1.030854868705384231e-01
4.900000000000000000e+01,5.289120466088201855e-01
5.000000000000000000e+01,-9.722519081843850053e-02
5.100000000000000000e+01,1.155246841248949580e-01
5.200000000000000000e+01,2.030766000917876013e-01
5.300000000000000000e+01,-1.835028866522603608e-01
5.400000000000000000e+01,-3.092998567487852957e-01
5.500000000000000000e+01,-2.793840357348595371e-01
5.600000000000000000e+01,2.517652569667915285e-01
5.700000000000000000e+01,9.276371275536436645e-02
5.800000000000000000e+01,-9.937902942106918713e-02
5.900000000000000000e+01,-2.926635381367077571e-01
6.000000000000000000e+01,1.437522713535869801e-01
6.100000000000000000e+01,5.569769299914513472e-02
6.200000000000000000e+01,3.319004922018084502e-01
6.300000000000000000e+01,3.588619872242012065e-01
6.400000000000000000e+01,-2.437577467182593938e-01
6.500000000000000000e+01,-4.068720085712468904e-01
6.600000000000000000e+01,2.160303647410015404e-02
6.700000000000000000e+01,-3.010598693676072579e-01
6.800000000000000000e+01,-1.084908075142902439e-01
6.900000000000000000e+01,1.935359263815372710e-01
7.000000000000000000e+01,-1.084186816525241764e-01
7.100000000000000000e+01,-4.614109699397907494e-01
7.200000000000000000e+01,1.074781173298546173e-02
7.300000000000000000e+01,-4.693930967442018209e-01
7.400000000000000000e+01,7.859235312269232665e-01
7.500000000000000000e+01,-2.465707513125671435e-01
7.600000000000000000e+01,-2.611412047145136167e-02
7.700000000000000000e+01,8.970220513976022436e-02
7.800000000000000000e+01,-2.752823296065068717e-02
7.900000000000000000e+01,5.962706743802678178e-01
8.000000000000000000e+01,6.590156635125357654e-02
8.100000000000000000e+01,-1.071337714535239155e-01
8.200000000000000000e+01,-4.433682134224548044e-01
8.300000000000000000e+01,1.554810654820941995e-01
8.400000000000000000e+01,2.425480808679562617e-01
8.500000000000000000e+01,1.505271130753609576e-01
8.600000000000000000e+01,-2.746206353106222520e-01
8.700000000000000000e+01,-9.862533289790532953e-02
8.800000000000000000e+01,1.589280611301116253e-01
8.900000000000000000e+01,-1.539802299340068126e-01
9.000000000000000000e+01,-2.912326480441211618e-02
9.100000000000000000e+01,-2.905934971598667649e-01
9.200000000000000000e+01,2.106159281632057068e-01
9.300000000000000000e+01,9.829864397933045506e-02
9.400000000000000000e+01,1.176324459396472788e-01
9.500000000000000000e+01,4.390544844396355728e-01
9.600000000000000000e+01,-8.883608311937281343e-02
9.700000000000000000e+01,-7.831658165396679361e-02
9.800000000000000000e+01,-1.534036992738266932e-03
9.900000000000000000e+01,7.037614001254406670e-02
1.000000000000000000e+02,4.246112226151242397e-01
1.010000000000000000e+02,1.261935968296077071e-01
1.020000000000000000e+02,1.028143549580308458e-01
1.030000000000000000e+02,2.406831807664856493e-01
1.040000000000000000e+02,4.838571349980273772e-02
1.050000000000000000e+02,-1.212152570443615074e-01
1.060000000000000000e+02,-5.658557703631590385e-01
1.070000000000000000e+02,-5.237334384955168870e-02
1.080000000000000000e+02,-7.726511721682931266e-02
1.090000000000000000e+02,2.233377472985016363e-02
1.100000000000000000e+02,5.756313645897124243e-01
1.110000000000000000e+02,7.954162634765062426e-03
1.120000000000000000e+02,-1.806906298230792976e-02
1.130000000000000000e+02,-7.389726337455858607e-01
1.140000000000000000e+02,5.770828943433675695e-02
1.150000000000000000e+02,-9.046420270008373454e-02
1.160000000000000000e+02,1.041353091157299314e-02
1.170000000000000000e+02,3.506034112858595897e-01
1.180000000000000000e+02,-3.428468443545061306e-01
1.190000000000000000e+02,-2.255799098060322361e-01
1.200000000000000000e+02,-2.373095841129140571e-01
1.210000000000000000e+02,2.728162364384216776e-01
1.220000000000000000e+02,-4.208382932808297228e-01
1.230000000000000000e+02,4.205553188376842666e-01
1.240000000000000000e+02,-1.760571281400810928e-01
1.250000000000000000e+02,-6.571366877429934972e-01
1.260000000000000000e+02,2.971608975392064922e-01
1.270000000000000000e+02,1.698893188808315580e-01
1.280000000000000000e+02,-2.989540952629236512e-02
1.290000000000000000e+02,1.510426962348597468e-01
1.300000000000000000e+02,4.651990293198398074e-01
1.310000000000000000e+02,-2.056889244180819601e-02
1.320000000000000000e+02,3.186911141178314644e-01
1.330000000000000000e+02,-1.420777291905544748e-01
1.340000000000000000e+02,2.758272702701409229e-01
1.350000000000000000e+02,-4.649803215052618066e-01
1.360000000000000000e+02,2.349759877008711084e-01
1.370000000000000000e+02,9.661845486170267394e-02
1.380000000000000000e+02,-2.440551652109009262e-01
1.390000000000000000e+02,3.692592949301865546e-01
1.400000000000000000e+02,-6.823798038123882193e-02
1.410000000000000000e+02,-3.921428262847284074e-01
1.420000000000000000e+02,4.822449703683682198e-01
1.430000000000000000e+02,-5.539015755969126098e-02
1.440000000000000000e+02,-7.796483827452706239e-02
1.450000000000000000e+02,-2.345468615331930962e-01
1.460000000000000000e+02,3.710852132634245848e-01
1.470000000000000000e+02,3.961369839252829039e-01
1.480000000000000000e+02,-1.565824696850692810e-01
1.490000000000000000e+02,-8.909540196995581474e-02
1.500000000000000000e+02,-7.514785510376295607e-02
1.510000000000000000e+02,-1.039344628490927042e-01
1.520000000000000000e+02,2.040074164735472262e-01
1.530000000000000000e+02,-6.967610914830106583e-02
1.540000000000000000e+02,-8.792174198960436837e-02
1.550000000000000000e+02,2.143054254079103382e-01
1.560000000000000000e+02,-5.597323533434269693e-01
1.570000000000000000e+02,-1.421498762735362575e-01
1.580000000000000000e+02,3.573910491607945605e-01
1.590000000000000000e+02,-1.969660825901489165e-01
1.600000000000000000e+02,2.924045010681964318e-01
1.610000000000000000e+02,-2.361253811227355948e-01
1.620000000000000000e+02,-3.475786737022212303e-01
1.630000000000000000e+02,2.462046955055131325e-01
1.640000000000000000e+02,-2.890128387732965320e-01
1.650000000000000000e+02,-1.238342780809494892e-01
1.660000000000000000e+02,-2.466180479983469953e-01
1.670000000000000000e+02,-5.690378947961841627e-01
1.680000000000000000e+02,7.361643480086114966e-02
1.690000000000000000e+02,2.261208493072468517e-01
1.700000000000000000e+02,2.668543288876569775e-01
1.710000000000000000e+02,2.447430854896314734e-01
1.720000000000000000e+02,2.313051282423125854e-02
1.730000000000000000e+02,-1.023455924449931664e-01
1.740000000000000000e+02,-8.300723979900571925e-02
1.750000000000000000e+02,-2.481549747108071358e-01
1.760000000000000000e+02,-3.900567563372105660e-03
1.770000000000000000e+02,-4.360602231471950585e-01
1.780000000000000000e+02,7.939704997138681553e-02
1.790000000000000000e+02,-8.160507499768856476e-01
1.800000000000000000e+02,-1.877002043295018519e-01
1.810000000000000000e+02,2.571472669248847653e-01
1.820000000000000000e+02,3.212677494183336924e-01
1.830000000000000000e+02,-1.447417245729555879e-01
1.840000000000000000e+02,6.703883559775526690e-02
1.850000000000000000e+02,-2.142001482276275903e-01
1.860000000000000000e+02,-1.419712873720634372e-01
1.870000000000000000e+02,2.184867379706183221e-02
1.880000000000000000e+02,2.540381154205214598e-01
1.890000000000000000e+02,4.544541674057593905e-01
1.900000000000000000e+02,1.339544856201063117e-01
1.910000000000000000e+02,-2.569196382970416748e-01
1.920000000000000000e+02,-6.422812323906118559e-02
1.930000000000000000e+02,3.737216336135963934e-01
1.940000000000000000e+02,-5.195427775535459841e-02
1.950000000000000000e+02,-1.155952139186510325e-01
1.960000000000000000e+02,2.651572308603398764e-01
1.970000000000000000e+02,-4.611753178365837064e-02
1.980000000000000000e+02,-1.746261553379996681e-02
1.990000000000000000e+02,3.428910893491869394e-01
2.000000000000000000e+02,-1.073362081044849786e-01
2.010000000000000000e+02,-1.682353579104703123e-01
2.020000000000000000e+02,-3.249153729525831036e-01
2.030000000000000000e+02,-3.161406156104708542e-01
2.040000000000000000e+02,4.133008103871272931e-01
2.050000000000000000e+02,2.813475119745368347e-01
2.060000000000000000e+02,-1.545105801625979158e-01
2.070000000000000000e+02,-1.541357852736626455e-01
